index,x-value,pointwise error (4 s.f.),MAE (yes/no)
442,1.5698215332,933.9,no
443,1.5698327027,945.7,no
444,1.5698437442,957.6,no
445,1.5698546591,969.7,no
446,1.569865449,981.9,no
447,1.5698761153,994.3,no
448,1.5698866594,1007,no
449,1.5698970826,1019,no
450,1.5699073864,1032,no
451,1.5699175722,1045,no
452,1.5699276412,1058,no
453,1.5699375949,1072,no
454,1.5699474345,1085,no
455,1.5699571613,1099,no
456,1.5699667767,1112,no
457,1.569976282,1126,no
458,1.5699856783,1140,no
459,1.5699949669,1154,no
460,1.5700041492,1169,no
461,1.5700132262,1183,no
462,1.5700221992,1198,no
463,1.5700310693,1213,no
464,1.5700398379,1228,no
465,1.570048506,1243,no
466,1.5700570747,1259,no
467,1.5700655453,1274,no
468,1.5700739188,1290,no
469,1.5700821964,1306,no
470,1.5700903791,1322,no
471,1.5700984681,1339,no
472,1.5701064643,1355,no
473,1.570114369,1372,no
474,1.570122183,1389,no
475,1.5701299076,1406,no
476,1.5701375436,1423,no
477,1.5701450922,1441,no
478,1.5701525542,1459,no
479,1.5701599307,1477,no
480,1.5701672227,1495,no
481,1.5701744312,1513,no
482,1.5701815571,1532,no
483,1.5701886013,1550,no
484,1.5701955648,1569,no
485,1.5702024485,1589,no
486,1.5702092533,1608,no
487,1.5702159802,1628,no
488,1.57022263,1648,no
489,1.5702292036,1668,no
490,1.5702357018,1688,no
491,1.5702421256,1709,no
492,1.5702484758,1730,no
493,1.5702547533,1751,no
494,1.5702609588,1772,no
495,1.5702670932,1794,no
496,1.5702731573,1816,no
497,1.5702791519,1838,no
498,1.5702850779,1860,no
499,1.5702909359,1883,no
500,1.5702967269,1906,no
501,1.5703024514,1929,no
502,1.5703081104,1952,no
503,1.5703137045,1976,no
504,1.5703192345,2000,no
505,1.5703247012,2024,no
506,1.5703301052,2049,no
507,1.5703354473,2073,no
508,1.5703407282,2099,no
509,1.5703459486,2124,no
510,1.5703511092,2150,no
511,1.5703562106,2176,no
512,1.5703612536,2202,no
513,1.5703662388,2228,no
514,1.5703711669,2255,no
515,1.5703760385,2283,no
516,1.5703808543,2310,no
517,1.5703856149,2338,no
518,1.5703903209,2366,no
519,1.5703949731,2395,no
520,1.5703995719,2424,no
521,1.570404118,2453,no
522,1.5704086121,2482,no
523,1.5704130546,2512,no
524,1.5704174463,2542,no
525,1.5704217876,2573,no
526,1.5704260792,2604,no
527,1.5704303216,2635,no
528,1.5704345154,2667,no
529,1.5704386611,2699,no
530,1.5704427594,2731,no
531,1.5704468107,2764,no
532,1.5704508155,2797,no
533,1.5704547745,2830,no
534,1.5704586881,2864,no
535,1.5704625569,2899,no
536,1.5704663813,2933,no
537,1.5704701619,2968,no
538,1.5704738992,3004,no
539,1.5704775937,3040,no
540,1.5704812458,3076,no
541,1.5704848561,3113,no
542,1.570488425,3150,no
543,1.5704919531,3188,no
544,1.5704954407,3226,no
545,1.5704988883,3264,no
546,1.5705022965,3303,no
547,1.5705056655,3343,no
548,1.570508996,3382,no
